asin,title,categoryName,price,boughtInLastMonth,stars,isBestSeller
53738,ADIDAS Men White Track Pant,Track Pants,4509.38,652,4,FALSE
45616,Arrow Men Black Formal Shoes,Formal Shoes,3062.74,404,3.6,FALSE
57994,Latin Quarters Women Brown Printed Dress,Dresses,4245.76,222,4.2,FALSE
54332,Garfield Women Red & Pink Pack of Two Briefs,Briefs,4962.31,238,3.9,FALSE
28193,Ray-Ban Men Aviator Gold Sunglasses,Sunglasses,1236.27,873,4.1,FALSE
19152,United Colors of Benetton Men Grey T-shirt,Tshirts,3613,51,3.9,FALSE
59352,Vishudh Women Green Printed Kurta,Kurtas,3534.32,922,3.8,FALSE
13332,Gini and Jony Kids Boys Check Blue Shirts,Shirts,4909.8,990,4.1,FALSE
25966,Femella Women Brown Dress,Dresses,4935.2,217,4.9,TRUE
38950,Palm Tree Girls White Top,Tops,3590.05,417,3.9,FALSE
56787,Horsefly Men Black Shirt,Shirts,1596.27,585,4,FALSE
32287,Q&Q Men Black Dial Watch,Watches,4093.5,974,4,FALSE
16336,Peter England Men Solid Purple Shirt,Shirts,981.63,926,4.2,FALSE
39568,Catwalk Women Silver Flats,Heels,4013.15,629,4.8,TRUE
45301,Van Heusen Men Black & Brown Reversible Belt,Free Gifts,4595.88,419,4.1,FALSE
25782,Arrow Men Black & White Suspenders,Suspenders,2222.75,755,4.7,TRUE
17068,Lino Perros Women Check White Belt,Belts,3337.86,645,3.7,FALSE
23938,Lotto Men Black Trainer Sports Shoes,Sports Shoes,2435.64,999,4.8,TRUE
23623,Doodle Kids Girls Pink I love Shopping Top,Tops,2469.94,486,3.8,FALSE
19621,United Colors of Benetton Women Purple Top,Tops,1896.67,256,3.6,FALSE
58153,Puma Men Black Cap,Caps,3929.58,98,3.7,FALSE
31212,Lotto Men Dunk Hi Black Sports Shoes,Sports Shoes,4712.79,593,3.8,FALSE
56195,ColorBar Fucsia Blush,Highlighter and Blush,4733.38,878,4.3,FALSE
14075,Flying Machine Men Printed White Tshirts,Tshirts,1286.52,731,4.2,FALSE
30591,Nike Unisex Federer Blue Cap,Caps,4436.35,178,4.6,TRUE
1963,ADIDAS Men's Azaro White Shoe,Sports Shoes,3818.44,496,3.6,FALSE
48967,Revv Men Steel Ring,Ring,1637.77,663,4.2,FALSE
12993,ADIDAS Kids Adispeed Black Sports Shoes,Sports Shoes,802.78,84,4,FALSE
27935,Jealous 21 Women Lavender Magic Colour Jeans,Jeans,1705.99,868,4.4,FALSE
21963,Murcia Women Casual Beige Handbag,Handbags,4604.94,248,3.6,FALSE
9911,Puma Women Fitness Large Hobo Black Backpacks,Backpacks,3349.3,862,3.6,FALSE
19896,Lee Men Leather Brown Belt,Belts,3744.75,126,4.1,FALSE
10198,Murcia Women Hddcs Beige Handbags,Handbags,1657.19,418,4.7,TRUE
45270,CASIO Men Silver-Toned Digital Watch I067,Watches,3737.25,882,4.5,FALSE
22187,Timberland Men Brown Casual Shoes,Casual Shoes,626.55,575,3.5,FALSE
40938,Gini and Jony Girls Nautical Blues Magenta Top,Tops,2188.95,398,3.8,FALSE
52681,Morellato Men Silver Dial Watch,Watches,3320.39,555,3.8,FALSE
12407,Reid & Taylor Men Brown Striped Socks,Socks,1157.43,692,4.1,FALSE
9631,Indigo Nation Men Price catch Blue Shirts,Shirts,4203.52,287,4.4,FALSE
15908,Black Coffee Men Stripes White Shirt,Shirts,1557.64,329,3.8,FALSE
38622,Nike Men Red Polo T-shirt,Tshirts,3435.27,626,4.1,FALSE
50175,Rocia Women Black & Brown Flats,Flats,2323.39,481,4.4,FALSE
59080,Peri Peri Women White Brief,Briefs,3182.2,187,4.1,FALSE
7495,Nike Women's Nike Spher Purple T-shirt,Tshirts,983.53,318,3.7,FALSE
43148,Fastrack Women Blue Watch,Watches,576.11,789,4.2,FALSE
28595,Peter England Men Leather Brown Belt,Belts,4593.04,250,4,FALSE
56945,HM Women Bronze Heels,Heels,1713.34,191,4.8,TRUE
2621,Nike Men's Bleed blue India Colors T-shirt,Tshirts,4188.55,661,4.7,TRUE
38379,Peter England Men Brown Belt,Belts,4997.08,699,3.8,FALSE
20009,United Colors of Benetton Olive T-shirt,Tshirts,1451.44,729,3.7,FALSE
29977,Aspen Women White Dial Watch AP1102,Watches,1693.27,968,4,FALSE
6540,Nike Men's Training Green T-shirt,Tshirts,3482.87,660,4.1,FALSE
47930,Murcia Women Black Handbag,Handbags,4844.52,872,4.9,TRUE
32522,Tonino Lamborghini Forza For Men Fragrance Gift Set,Fragrance Gift Set,4621.16,880,4,FALSE
43584,Gini and Jony Girls Pink Top,Tops,2762.94,888,4.8,TRUE
44287,Indian Terrain Men Purple T-shirt,Tshirts,4078,987,4.3,FALSE
9501,John Miller Men white black grey check Shirts,Shirts,1110.86,404,4.8,TRUE
27034,Catwalk Women Bronze Heels,Heels,4898.47,627,4.6,TRUE
5760,Jealous 21 Women's Black Sequined Top,Tops,4839.59,896,4.6,TRUE
9827,Little Miss Women Printed White T-shirt,Tshirts,1236.78,378,4.3,FALSE
54741,Vans Unisex Grey Shoes,Casual Shoes,1847.4,608,4.8,TRUE
53725,ADIDAS Women White Flip Flops,Flip Flops,950.7,898,3.9,FALSE
24605,Vishudh Women Pink Churidar Kurta with Dupatta,Kurta Sets,1722.73,943,4.9,TRUE
2385,Red Tape Semi Casual Men's Brown Shoe,Casual Shoes,4171.8,280,4.5,FALSE
27074,Catwalk Women Blue Casual Flats,Flats,2202.42,357,4.2,FALSE
52909,FNF Green Printed Sari,Sarees,897.79,707,5,TRUE
9140,Scullers For Her Women Viscose Tunics Magenta Tunics,Tunics,2040.01,768,4.8,TRUE
6765,Timberland Men's Saco River White T-shirt,Tshirts,4916.23,195,4.7,TRUE
52157,Femella Women Pink Summer Cape Top,Tops,3333.58,201,3.9,FALSE
54627,Fastrack Men Black Dial Watch,Watches,2372.72,840,5,TRUE
3252,Puma Men's Suede Archive Black White Shoe,Sports Shoes,1249.42,189,4.6,TRUE
27939,Jealous 21 Women Purple Magic Colour Jeans,Jeans,4937.8,712,4.4,FALSE
56071,Colorbar Black Berry Lip Pencil 012,Lip Liner,4193.82,70,4.9,TRUE
24337,ADIDAS Men Red T-shirt,Tshirts,1766.65,303,3.7,FALSE
37682,American Tourister Unisex Black Backpack,Backpacks,815.31,113,3.7,FALSE
19385,Crusoe Men Grey Xtreme Game Innerwear Vest,Innerwear Vests,754.82,267,4.3,FALSE
21588,Inesis Men Solid Grey Tshirt,Tshirts,1041.7,121,3.6,FALSE
1993,Puma Women Femme Fatale T-shirt,Tshirts,3113.46,211,4.5,FALSE
4194,Ed Hardy Men's Fierce Panther Maroon T-shirt,Tshirts,4679.44,179,3.9,FALSE
56240,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,Night suits,2735.35,630,3.7,FALSE
29039,ADIDAS Men Boston Celtics Green T-shirt,Tshirts,4293.25,976,4.1,FALSE
43631,Vero Moda Women Green Shirt,Shirts,2506.49,274,4.2,FALSE
15112,Arrow Men TR Finish Olive Trousers,Trousers,3688.63,807,3.8,FALSE
33775,Puma Women Conrad Reversible Pink Beanie Cap,Caps,3793.43,629,3.6,FALSE
49089,Deborah 24 Ore Eye Pencil 264,Kajal and Eyeliner,1282.84,503,4.1,FALSE
2724,Disney Kids Boy's White Red Kidswear,Tshirts,2125.47,964,4.6,TRUE
3847,Wrangler Men's True Wanderer White T-shirt,Tshirts,3367.86,433,4.8,TRUE
4963,Gini and Jony Boy's Karl Blue White Kidswear,Tshirts,818.13,156,3.6,FALSE
4718,Disney Kids Girl's Summer Fun Fair Yellow Teen Kidswear,Tshirts,2126.93,670,4.3,FALSE
2547,Numero Uno Men's Casual Graphic Green Flip Flop,Flip Flops,2906.6,889,3.9,FALSE
21667,Fossil Men Black Dial Chronograph Watch CH2586,Watches,4983.01,152,4.1,FALSE
8247,Converse Unisex Mono Black Canvas,Casual Shoes,2635.4,190,4.9,TRUE
30877,Fabindia Women Blue Printed Kurta,Kurtas,4172.26,626,4,FALSE
43759,Royal Diadem Black Earrings,Earrings,2444.3,183,4,FALSE
34337,Myntra Men Angels Oil Purple T-shirt,Tshirts,4083.76,248,3.8,FALSE
57187,Elle Women Purple Tunic,Tunics,3179.37,929,4.9,TRUE
19832,U.S. Polo Assn. Men Check Brown Shirt,Shirts,4489.68,559,4.2,FALSE
43191,Fastrack Women White Dial Watch,Watches,2349.24,716,4.4,FALSE
47402,Baggit Women Brown Parinacrush Purse,Clutches,3219.37,128,4.2,FALSE
43004,Nike Men Black and Green Sandals,Sandals,3335.08,997,3.9,FALSE
18818,Peter England Men Statements Black Wallet,Wallets,2378.22,943,4.7,TRUE
54946,Do u speak green Men Cream T-shirt,Tshirts,1149.4,531,3.5,FALSE
43705,Royal Diadem White Jewellery Set,Jewellery Set,921.02,561,4.5,FALSE
14972,New Hide Men Solid Black Belts,Belts,575.02,299,4.4,FALSE
15912,Black Coffee Men Stripes Blue Shirt,Shirts,4430.9,938,3.7,FALSE
37099,Wills Lifetsyle Men Green Polo T-shirt,Tshirts,1564.14,648,3.7,FALSE
34746,Puma Men Match Classics White Shoes,Casual Shoes,1451.78,865,4.5,FALSE
21249,Skybags Unisex Black Duffle Bag,Duffel Bag,3812.16,802,4,FALSE
38282,DC Comics Boys Red T-shirt,Tshirts,1940.07,649,3.9,FALSE
21308,Celine Dion Women Grey Frame Sunglasses,Sunglasses,2777.2,532,3.6,FALSE
6932,Tantra Men's Time Zone Grey T-shirt,Tshirts,1231.3,885,4.6,TRUE
43638,Vero Moda Women Green Top,Tops,4818.86,221,4.8,TRUE
43718,Royal Diadem Set of 2 Silver Bangles,Bangle,4332.12,918,4.7,TRUE
59891,Femella Women Multi Coloured Shirt,Shirts,4387.05,66,4.2,FALSE
51351,Spykar Women Blue Jeans,Jeans,2330.48,784,4.3,FALSE
46734,Timex Men Cream Dial Watch,Watches,3930.63,343,3.9,FALSE
49059,Flying Machine Men Charcoal Shoes,Casual Shoes,1147.44,443,3.8,FALSE
16961,Image Men Sunglasses,Sunglasses,538.79,871,4.7,TRUE
15048,ADIDAS Women Solid Grey Sweaters,Sweaters,589.88,547,4.7,TRUE
25320,Casio Edifice Men Multi-Dial Watch EF-328D-7AVDF(ED376),Watches,3139.71,268,4.7,TRUE
30234,Numero Uno Men Black Flip Flops,Flip Flops,2549.28,283,4.2,FALSE
26657,Puma Men G. Vilas 2 Basics Blue Shoes,Casual Shoes,2831.07,439,4.8,TRUE
26481,Puma Men Black T-shirt,Tshirts,533.58,297,4.9,TRUE
43092,Swiss Army Men Mountain Water Eau De Toilette 100 ml,Perfume and Body Mist,2402.09,951,4,FALSE
4497,Lotto Men's Osaka White Blue Shoe,Sports Shoes,3731.31,101,3.8,FALSE
54686,Shree Women Yellow & Brown Printed Salwar Suit with Dupatta,Kurta Sets,2492.12,64,4.2,FALSE
5079,Being Human Women White Silicon Strap Stones Watch,Watches,3794.99,373,3.8,FALSE
34123,Turtle Men Black Reversible Leather Belt,Belts,1548.59,490,4.8,TRUE
49242,Arrow Men Purple Cap,Caps,4159.14,161,4,FALSE
5361,Kipsta F300 Fg Sr Ah09,Sports Shoes,3147.94,745,4.4,FALSE
8418,Doodle Girl's Crazy Funny Blue Kidswear,Tshirts,1448.43,921,4.4,FALSE
47508,Facit Men Black Brief,Briefs,1565.24,56,4.3,FALSE
57514,Provogue Men Brown Casual Shoes,Casual Shoes,3326.14,612,3.7,FALSE
43242,Reebok Men White Swift Chase Sports Shoes,Sports Shoes,4234.73,875,5,TRUE
19806,U.S. Polo Assn. Men Solid Black Tshirt,Tshirts,2370.33,802,3.8,FALSE
33883,Citizen Men Black Dial Eco-Drive Watch,Watches,1662.35,294,4.6,TRUE
18822,Peter England Men Statements Brown Wallet,Wallets,4401.55,497,4.7,TRUE
1552,Puma Power Cat Trainer-WR Football,Footballs,3511.71,414,3.7,FALSE
3745,Tantra Kid's Cool Yellow Kidswear,Tshirts,2516.38,416,4.9,TRUE
42616,Estelle Women Gold Jewellery Set,Jewellery Set,2695.55,971,4.2,FALSE
57532,Provogue Men Black Formal Shoes,Formal Shoes,1419.15,747,4.4,FALSE
59561,Revv Men Steel Ring,Ring,3320.61,336,4.5,FALSE
44090,Boss Men Collector's Edition Perfume,Perfume and Body Mist,2114.34,653,4.3,FALSE
39474,Diva Women Beige Kurti,Kurtis,4980.4,155,3.7,FALSE
40669,Lee Women Navy Blue Printed Shirt,Shirts,2660.83,62,4.6,TRUE
23577,Boss In Motion Men Perfume,Perfume and Body Mist,2686.49,195,4.4,FALSE
33226,Sepia Women Navy Blue Dress,Dresses,3046.33,527,3.7,FALSE
31866,Titan Women Raga Silver Dial Watch,Watches,4625.4,680,4.6,TRUE
8685,Fastrack Women Sunglasses,Sunglasses,4103.68,764,4.6,TRUE
29664,Indigo Nation Men White Shirt,Shirts,2530.09,702,4.3,FALSE
46979,Bulchee Women Grey Handbag,Handbags,3734.15,164,3.6,FALSE
14885,United Colors of Benetton Women Solid Grey Handbags,Handbags,3138.06,558,4,FALSE
46613,Catwalk Women Multi Coloured Sandals,Heels,2715.65,201,3.6,FALSE
22240,ID Men Black Casual Shoes,Casual Shoes,1365.42,106,4.2,FALSE
32737,FILA Men Smash III White Sports Shoes,Sports Shoes,2587.71,431,4.9,TRUE
33233,Arrow Men White Shirt,Shirts,1606.18,206,3.5,FALSE
20786,Classic Polo Men Striped White Sweatshirt,Sweatshirts,4616.79,871,3.9,FALSE
20450,Baggit Women Black Gang Handbag,Handbags,2009.33,182,4.7,TRUE
36035,OTLS Unisex Olive Green Bag,Handbags,4785.19,212,3.5,FALSE
13902,Nike Men Esquire White Sports Shoes,Sports Shoes,2898.75,324,3.5,FALSE
9842,Classic Polo Men Ikon Red Polo Tshirts,Tshirts,3341.95,744,4.4,FALSE
16664,Fila Men Squid Black Sweater,Sweatshirts,2943.23,126,4.7,TRUE
22379,Mark Taylor Men Red & Blue Striped Pink Shirt,Shirts,1082.21,886,4.7,TRUE
26543,ID Men Black & Yellow Sandals,Sandals,2191.2,93,4.7,TRUE
54152,Femella Golden Necklace,Necklace and Chains,946.16,767,4,FALSE
35998,Ben 10 Boys Crew White T-shirt,Tshirts,3303.29,599,4.8,TRUE
47319,Baggit Women Black Bunny Rosy Purse,Clutches,2510.93,367,3.5,FALSE
33434,Baggit Women Sprinkle Jack Teal Handbag,Handbags,4000.93,583,4,FALSE
20035,United Colors of Benetton Women Purple Casual Backpack,Backpacks,1492.12,634,4,FALSE
59103,Just Natural Men Military Shade Rain Jacket,Rain Jacket,1240.55,802,3.7,FALSE
21197,Quiksilver Unisex Black Duffle Bag,Duffel Bag,2328.5,985,4,FALSE
11351,Lee Men BUD PWL Blue Jeans,Jeans,4669.63,203,4.4,FALSE
39202,Catwalk Women Brown Wedges,Heels,3696.9,286,4.3,FALSE
33360,Homme Men Black Semi Formal Shoes,Formal Shoes,2385.16,942,4,FALSE
45299,CASIO SHEEN Women White Dial Chronograph Analogue Watch SX047,Watches,2827.72,566,4.6,TRUE
23330,W Women Blue Tunic,Tunics,878.96,270,4.6,TRUE
33145,Gini and Jony Boys Blue Shorts,Shorts,4930.59,359,3.9,FALSE
17098,Lino Perros Women Flower Black Wallet,Wallets,3498.83,647,4,FALSE
26668,Puma Men Rebound FS Black Casual Shoes,Casual Shoes,1784.32,226,3.9,FALSE
45811,Senorita Women Yellow Flats,Heels,3136.14,820,3.7,FALSE
37585,Madagascar3 Infant Girls White Snapsuit Romper,Rompers,992.67,269,4.6,TRUE
10509,Flying Machine Women RN HS White Tshirts,Tshirts,4846.27,87,3.6,FALSE
44621,Nike Unisex Green Daybreak Cap,Caps,1286.53,703,3.7,FALSE
7785,Proline Men Charcoal Grey Polo T-shirt,Tshirts,3416.14,480,3.7,FALSE
56700,Fabindia Men Maroon Kurta,Kurtas,1604.55,959,4.7,TRUE
40311,Warner Bros Kids Unisex Pink Sandals,Sandals,3729.03,796,3.6,FALSE
40155,Gini and Jony Boys Beach White Shorts,Shorts,3995.7,252,4.5,FALSE
53857,Vishudh Women White Printed Kurta,Kurtas,3530.39,890,3.6,FALSE
3320,KKR Mens Take Down Jersey,Tshirts,3265.25,855,4.7,TRUE
48784,Lucera Women Silver Pendant,Pendant,4516.11,497,4.9,TRUE
3666,Fila Men's Intercept Black Silver Shoe,Sports Shoes,853.82,544,4.2,FALSE
56662,United Colors of Benetton Men White Shoes,Casual Shoes,1989.12,733,4.7,TRUE
56955,HM Women Golden Flats,Heels,1617.29,174,4.6,TRUE
49893,Q&Q Kids Unisex White Dial Analog Watch,Watches,4946.06,887,4.7,TRUE
17311,Pepe Jeans Men Casual Sunglasses,Sunglasses,2252.25,114,4.7,TRUE
10300,Clarks Men Brown Wild Vibe Leather Closed Sandals,Sandals,3796.76,842,3.8,FALSE
15760,Facit Men Square Neck Orange Innerwear Vest,Innerwear Vests,3581.26,833,4.2,FALSE
20170,Wrangler Men Thin Khaki Shirt,Shirts,1454.37,293,4.9,TRUE
19700,United Colors of Benetton Men White Shirt,Shirts,1575.49,576,4,FALSE
49141,Deborah Euphoric Shine Lip Gloss 10,Lip Gloss,1765.78,275,5,TRUE
50506,Chromozome Men Black Briefs,Briefs,2350.07,514,4.4,FALSE
19372,Redtape Men Brown Formal Shoes,Formal Shoes,1554.46,692,4.2,FALSE
3659,Fila Men Tribute Off White Navy Shoe,Casual Shoes,588.43,756,4.5,FALSE
33701,Cobblerz Men Brown Formal Shoes,Formal Shoes,4457.27,342,4.7,TRUE
8949,Indigo Nation Men ID Printed Grey Trousers,Trousers,4845.24,770,4.1,FALSE
49956,Hanes Men Black Panelled 3/4th Pants,Shorts,2037.07,430,3.5,FALSE
36114,OTLS Men Laurel Black Wallet,Wallets,2023.28,674,4.6,TRUE
7069,Timberland Men's Wild Cats Cycle Grey T-shirt,Tshirts,531.91,805,4.9,TRUE
18571,Puma Men Solid Grey Sweater,Sweaters,3561.13,215,4.4,FALSE
14027,Nike Men Printed Yellow Tshirts,Tshirts,4214.48,752,3.8,FALSE
10147,Rockport Men Ed Plaintoe Black Formal Shoes,Formal Shoes,1159.74,818,3.9,FALSE
49377,Vans Men Brown Zero Lo Shoes,Casual Shoes,1218.5,888,4.9,TRUE
5746,Probase Men's Spirit Aqua Blue T-shirt,Tshirts,4055.37,267,3.5,FALSE
3804,Skechers Men's White Navy Shoe,Casual Shoes,3273.31,920,4.3,FALSE
52586,Mod'acc Women Black Clutch,Clutches,701.87,324,3.7,FALSE
48522,French Connection Women Blue Jumpsuit,Jumpsuit,3301.46,101,3.9,FALSE
49103,Deborah Chocolate Volume Lip Plumper 05,Lip Plumper,1890.13,423,4,FALSE
20940,ADIDAS Women Spring Black Flip Flops,Flip Flops,2159.26,719,3.8,FALSE
58332,Lotto Men Red Flip Flops,Flip Flops,3963.79,412,4.7,TRUE
9512,Basics Men Green Championship Club T-shirt,Tshirts,4149.21,616,4,FALSE
5981,Locomotive Men Black White Stripe Shirt,Shirts,2301.6,63,4,FALSE
11377,United Colors of Benetton Men Summer Pink Shirts,Shirts,4762.19,830,4.2,FALSE
8710,Fastrack Unisex Bikers Sunglasses,Sunglasses,2329.08,389,4.9,TRUE
5841,ADIDAS Men's M-5 Red T-shirt,Tshirts,3973.26,651,4.5,FALSE
32763,John Miller Men Check Lavender Shirt,Shirts,2677.45,588,3.6,FALSE
44633,Nike Women Magenta T-shirt,Tshirts,4538.9,138,3.6,FALSE
29633,Indigo Nation Men Striped Black Shirt,Shirts,4584.93,954,4.3,FALSE
54340,Levis Men Pack of 3 Socks,Socks,893.38,90,4.8,TRUE
2681,Inkfruit Men's Serial Black T-shirt,Tshirts,4714.22,353,4,FALSE
50283,Parx Men Purple Tie,Ties,4214.91,317,3.9,FALSE
31606,Nike Unisex Black Backpack,Backpacks,4060.9,187,4.6,TRUE
5911,ADIDAS Women's Daily Vulc White Shoe,Casual Shoes,1404.1,55,4.4,FALSE
48407,French Connection Men Brown Printed T-shirt,Tshirts,4123.04,291,4.3,FALSE
9667,Indigo Nation Men Bling Red Black Shirts,Shirts,4325.6,211,3.7,FALSE
30574,Opium Men Aviator Black Sunglass,Sunglasses,1801.18,741,3.8,FALSE
32865,Wildcraft Unisex Grey and Blue Backpack,Backpacks,4785.17,858,3.9,FALSE
26202,Nautica Pure Men Perfume,Perfume and Body Mist,724.37,567,3.8,FALSE
17898,Nike Men Casual Grey Jacket,Jackets,1174.59,947,5,TRUE
16145,Tokyo Talkies Women Printed Grey Top,Tops,2919.12,832,3.5,FALSE
25754,Lino Perros Men Canvas Black Belt,Belts,3091.07,450,4.4,FALSE
22457,Myntra Women Cream Leggings,Leggings,3403.18,833,4.3,FALSE
58832,FCUK Women White Dial Watch FC1006WWN,Watches,576.36,205,4,FALSE
13713,Proline Men Grey Polo Tshirt,Tshirts,4821.65,134,4.8,TRUE
14905,United Colors of Benetton Men Stripes Red Belts,Belts,700.65,761,4.5,FALSE
18862,Puma Men Graffiti Navy Blue Polo Tshirt,Tshirts,1143.78,59,5,TRUE
26885,Jealous 21 Women Printed Mauve Top,Tops,563.07,187,3.8,FALSE
29030,ADIDAS Unisex Corp White Cap,Caps,3050.86,803,3.6,FALSE
42649,Alma Women Black Kurta,Kurtas,4695.2,955,3.7,FALSE
39280,Red Chief Men Tan Casual Shoes,Casual Shoes,3496.76,762,3.9,FALSE
20369,United Colors of Benetton Men Check Red Shirt,Shirts,4201.96,205,4.1,FALSE
9649,Indigo Nation Men Club Satin Hot Stepper Blue Shirts,Shirts,559.77,457,4.8,TRUE
22588,Nike Women Printed Grey T-shirt,Tshirts,2939.07,836,3.9,FALSE
16938,Image Women Classic Eyewear Brown Sunglasses,Sunglasses,2568.03,274,4.9,TRUE
11901,Franco Leone Men Formal Maroon Formal Shoes,Formal Shoes,2745.36,629,4.2,FALSE
24621,Belmonte Men Leather Black Belt,Belts,824.96,233,4.5,FALSE
2054,Lee Men's Stone T-shirt,Tshirts,3579.96,244,3.9,FALSE
48146,Fossil Women Black and Brown Wallet,Wallets,2764.49,603,3.7,FALSE
24805,Decathlon Men Black F300 Sports Shoes,Sports Shoes,3943.17,445,4.8,TRUE
40011,Park Avenue Men Brown Frame Sunglasses,Sunglasses,2683.81,963,3.7,FALSE
24512,Mother Earth Women Orange Printed Kurta,Kurtas,1172.22,712,4.7,TRUE
3591,Converse Unisex CT Stitch Print HI Yellow Canvas Shoe,Casual Shoes,3417.16,645,4.4,FALSE
55467,Revlon Coffee Sip Super Lustrous Lipstick 212,Lipstick,1275.74,183,4.8,TRUE
27797,Bulchee Men Leather Brown Wallet,Wallets,4425.78,358,4.6,TRUE
45773,Lomani Men Deo,Deodorant,3259.02,915,3.9,FALSE
47608,Portia Women Blue Flats,Heels,1207.42,859,4.4,FALSE
16196,Puma Men Heroes Red Jackets,Jackets,4830.52,591,3.5,FALSE
12081,W Women Printed Purple Kurtas,Kurtas,2832.64,58,4.2,FALSE
2648,Murcia Women Leather Office Brown Bag,Handbags,828.04,219,3.6,FALSE
3344,Myntra Men's Yet Despite Navy Blue T-shirt,Tshirts,3320.75,339,4.1,FALSE
21567,Numero Uno Men Casual White Shoes,Casual Shoes,1639.4,217,3.7,FALSE
31101,Gini and Jony Boys Check Black Shirt,Shirts,4116.62,393,4.9,TRUE
13666,Genesis Men Blue Solid Shirt,Shirts,4180.2,546,4.3,FALSE
38845,Latin Quarters Women Blue Printed Dress,Dresses,4905.26,194,4.9,TRUE
19759,Ice Unisex Sili Pink Watch,Watches,2758.41,462,3.5,FALSE
56694,Fabindia Men Striped White Kurta,Kurtas,2547.31,789,4.5,FALSE
25236,Lino Perros Women Check Green Handbag,Handbags,3890.64,867,4,FALSE
31046,Arrow Sport Men Check Yellow Shirt,Shirts,1096.12,637,4.1,FALSE
11323,United Colors of Benetton Men Washed Blue Jeans,Jeans,2961.12,784,4.8,TRUE
52862,Adrika Green Earrings,Earrings,2958.11,738,5,TRUE
20095,Diva Women Printed White Kurta,Kurtas,902.63,506,3.9,FALSE
22748,BIBA Women Printed Blue Kurta,Kurtas,2380.93,750,4.9,TRUE
27056,Yelloe White Chain Detail Handbag,Handbags,4339.78,351,4.5,FALSE
34824,ADIDAS Men Yorgio Blue Sandals,Sports Sandals,4352.69,95,4.9,TRUE
39205,Catwalk Women Gold Flats,Heels,946.57,943,4.3,FALSE
7044,Numero Uno Men's Navy Grey Shoe,Casual Shoes,908.24,66,4.9,TRUE
34571,Tonga Women Black Top,Tops,1682.13,627,4.8,TRUE
42683,Alma Women White Printed Kurta,Kurtas,4436.45,409,3.7,FALSE
40145,Gini and Jony Girls Kinky Pink Capris,Capris,1080.06,310,4,FALSE
35590,Gliders Men Grey Sports Sandals,Sports Sandals,3739.99,172,3.9,FALSE
11349,Lee Men Blue Chicago Fit Jeans,Jeans,955.25,280,4.4,FALSE
22759,BIBA Women Printed White Kurta,Kurtas,3304.12,999,4.7,TRUE
58877,Hakashi Men Olive Tie,Ties,2102.3,686,4.6,TRUE
57805,Lotus Herbals Iced Muave Botanical Blusher 602,Highlighter and Blush,4050.11,161,4.6,TRUE
37813,John Players Men Check Black Shirt,Shirts,1551.61,833,4.1,FALSE
33088,Catwalk Women Gold Flats,Heels,3376.41,642,3.7,FALSE
37946,Mineral Women Mustard Tunic,Tunics,1560.57,295,3.8,FALSE
38414,Baggit Women Blue Spirit Dum  Belt,Belts,3711.47,908,4.6,TRUE
15358,Red Tape Men Casual Brown Casual Shoes,Casual Shoes,4431.55,440,3.7,FALSE
17458,CASIO G-Shock Men Black Analogue-Digital Watch GA-100-1A4DR G272,Watches,1070.61,441,3.8,FALSE
51091,Satya Paul Green Saree,Free Gifts,4399.68,377,4.1,FALSE
17218,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Sunglasses,3171.09,264,3.6,FALSE
29951,Police Men Black Dial Chronograph Watch PL13092JSB-02A,Watches,1072,913,3.8,FALSE
52518,Red Rose Red Nightdress,Baby Dolls,2423.94,796,3.7,FALSE
56320,Fastrack Women Steel Dial Watch,Watches,1223.87,416,4.9,TRUE
12200,Basics Men Red Polo T-shirt,Tshirts,3651.57,131,3.8,FALSE
55170,Lakme Absolute Fast & Fabulous Crimson Scream Nail Polish 27,Nail Polish,3914.91,855,4.8,TRUE
44746,Globalite Men Olive Sparta Shoes,Casual Shoes,976.08,871,3.7,FALSE
14096,Flying Machine Men Stripes Blue Tshirts,Tshirts,2777.63,125,4.8,TRUE
24946,United Colors of Benetton Kids Girls White Printed Top,Tops,4165.81,576,4.4,FALSE
25354,Levis Men Pack of 2 Briefs,Briefs,4712.73,781,4.8,TRUE
23276,Maxima Ssteele Men Black Watch,Watches,2810.83,552,4.8,TRUE
23953,Provogue Men Striped Black Shirt,Shirts,4776.26,791,4.4,FALSE
13104,ADIDAS Men Bnce T-Top Black Jackets,Jackets,2910.6,995,4.9,TRUE
27751,Bulchee Men Light Brown Wallet,Wallets,2273.86,528,4.4,FALSE
52428,Red Rose Women Peach Nightdress,Nightdress,4316.91,421,4.6,TRUE
14095,Flying Machine Women Solid Navy Blue Tops,Tops,2718.42,314,4.1,FALSE
48204,United Colors of Benetton Unisex Brown Sunglasses,Sunglasses,2623.56,313,4.9,TRUE
44905,Puma Men Black Track Pants,Track Pants,2706.41,159,4.7,TRUE
56052,Colorbar Extra Durable Lava Lip Color 020,Lip Gloss,4310.53,964,3.8,FALSE
18438,Vital Gear Black Unisex Backpack,Backpacks,4243.74,356,4.4,FALSE
45019,Maxima Attivo Men Olive Green Digital Watch,Watches,2315.84,249,4.8,TRUE
53328,Smugglerz Men Multi Coloured Check Boxers,Boxers,1999.85,275,4.7,TRUE
27037,Yelloe Women Leather Brown Handbag,Handbags,2713.68,234,4.9,TRUE
